timestep,Site,Classification,abundance
6,Maracas d,Insecta Trichoptera Glossosomatidae,3
6,Maracas d,Insecta Trichoptera Helicopsychidae,159
6,Maracas d,Insecta Trichoptera Hydropsychidae,153
6,Maracas d,Insecta Trichoptera Hydroptilidae,23
6,Maracas d,Insecta Trichoptera Leptoceridae,9
6,Maracas d,Insecta Trichoptera Philopotamidae,17
6,Maracas d,Oligochaeta unknown,13
6,Maracas d,Turbellaria Turbellaria,3
7,Maracas d,Arachnoidea Chelicerata Hydracarina,2
7,Maracas d,Insecta Coleoptera Elmidae,64
7,Maracas d,Insecta Coleoptera Psephenidae,11
7,Maracas d,Insecta Coleoptera unknown,2
7,Maracas d,Insecta Diptera Chironomidae,51
7,Maracas d,Insecta Diptera Simuliidae,20
7,Maracas d,Insecta Ephemeroptera Baetidae,9
7,Maracas d,Insecta Ephemeroptera Leptophlebiidae,82
7,Maracas d,Insecta Ephemeroptera Tricorythidae,647
7,Maracas d,Insecta Hemiptera Veliidae,4
7,Maracas d,Insecta Odonata Calopterygidae,4
7,Maracas d,Insecta Odonata Coenagrionidae,52
7,Maracas d,Insecta Odonata Libellulidae,101
7,Maracas d,Insecta Plecoptera Perlidae,12
7,Maracas d,Insecta Trichoptera Calomoceratidae,5
7,Maracas d,Insecta Trichoptera Glossosomatidae,7
7,Maracas d,Insecta Trichoptera Helicopsychidae,99
7,Maracas d,Insecta Trichoptera Hydropsychidae,360
7,Maracas d,Insecta Trichoptera Hydroptilidae,11
7,Maracas d,Insecta Trichoptera Leptoceridae,10
7,Maracas d,Insecta Trichoptera Philopotamidae,35
7,Maracas d,Oligochaeta unknown,5
8,Maracas d,Crustacea Decapoda Pseudothelphusidae,1
8,Maracas d,Insecta Coleoptera Elmidae,68
8,Maracas d,Insecta Coleoptera Psephenidae,6
8,Maracas d,Insecta Coleoptera unknown,1
8,Maracas d,Insecta Diptera Chironomidae,13
8,Maracas d,Insecta Diptera Simuliidae,12
8,Maracas d,Insecta Ephemeroptera Baetidae,15
8,Maracas d,Insecta Ephemeroptera Euthyplocidae,1
8,Maracas d,Insecta Ephemeroptera Leptophlebiidae,84
8,Maracas d,Insecta Ephemeroptera Tricorythidae,66
8,Maracas d,Insecta Hemiptera Veliidae,2
8,Maracas d,Insecta Odonata Calopterygidae,1
8,Maracas d,Insecta Odonata Coenagrionidae,27
8,Maracas d,Insecta Odonata Libellulidae,13
8,Maracas d,Insecta Plecoptera Perlidae,4
8,Maracas d,Insecta Trichoptera Glossosomatidae,3
8,Maracas d,Insecta Trichoptera Helicopsychidae,6
8,Maracas d,Insecta Trichoptera Hydropsychidae,34
8,Maracas d,Insecta Trichoptera Hydroptilidae,1
8,Maracas d,Insecta Trichoptera Leptoceridae,5
8,Maracas d,Insecta Trichoptera Philopotamidae,37
8,Maracas d,Oligochaeta unknown,8
8,Maracas d,Turbellaria Turbellaria,2
9,Maracas d,Crustacea unknown,1
9,Maracas d,Insecta Coleoptera Elmidae,43
9,Maracas d,Insecta Coleoptera Psephenidae,8
9,Maracas d,Insecta Diptera Chironomidae,41
9,Maracas d,Insecta Diptera Simuliidae,17
9,Maracas d,Insecta Ephemeroptera Baetidae,70
9,Maracas d,Insecta Ephemeroptera Leptophlebiidae,125
9,Maracas d,Insecta Ephemeroptera Tricorythidae,259
9,Maracas d,Insecta Odonata Calopterygidae,1
9,Maracas d,Insecta Odonata Coenagrionidae,37
9,Maracas d,Insecta Odonata Libellulidae,39
9,Maracas d,Insecta Plecoptera Perlidae,1
9,Maracas d,Insecta Trichoptera Glossosomatidae,49
9,Maracas d,Insecta Trichoptera Helicopsychidae,18
9,Maracas d,Insecta Trichoptera Hydropsychidae,22
9,Maracas d,Insecta Trichoptera Hydroptilidae,7
9,Maracas d,Insecta Trichoptera Leptoceridae,15
9,Maracas d,Insecta Trichoptera Philopotamidae,39
9,Maracas d,Oligochaeta unknown,48
9,Maracas d,Turbellaria Turbellaria,12
10,Maracas d,Insecta Coleoptera Elmidae,41
10,Maracas d,Insecta Coleoptera Psephenidae,8
10,Maracas d,Insecta Diptera Chironomidae,47
10,Maracas d,Insecta Diptera Simuliidae,42
10,Maracas d,Insecta Diptera Tipulidae,2
10,Maracas d,Insecta Ephemeroptera Baetidae,13
10,Maracas d,Insecta Ephemeroptera Leptophlebiidae,23
10,Maracas d,Insecta Ephemeroptera Tricorythidae,99
10,Maracas d,Insecta Odonata Coenagrionidae,29
10,Maracas d,Insecta Odonata Libellulidae,14
10,Maracas d,Insecta Plecoptera Perlidae,5
10,Maracas d,Insecta Trichoptera Calomoceratidae,2
10,Maracas d,Insecta Trichoptera Glossosomatidae,10
10,Maracas d,Insecta Trichoptera Helicopsychidae,128
10,Maracas d,Insecta Trichoptera Hydropsychidae,36
10,Maracas d,Insecta Trichoptera Hydroptilidae,1
10,Maracas d,Insecta Trichoptera Leptoceridae,8
10,Maracas d,Insecta Trichoptera Philopotamidae,7
10,Maracas d,Oligochaeta unknown,16
10,Maracas d,Turbellaria Turbellaria,14
11,Maracas d,Insecta Coleoptera Elmidae,92
11,Maracas d,Insecta Coleoptera Psephenidae,10
11,Maracas d,Insecta Diptera Chironomidae,34
11,Maracas d,Insecta Diptera Simuliidae,15
11,Maracas d,Insecta Ephemeroptera Baetidae,6
11,Maracas d,Insecta Ephemeroptera Leptophlebiidae,63
11,Maracas d,Insecta Ephemeroptera Tricorythidae,252
11,Maracas d,Insecta Hemiptera Veliidae,1
11,Maracas d,Insecta Lepidoptera unknown,1
11,Maracas d,Insecta Odonata Calopterygidae,1
11,Maracas d,Insecta Odonata Coenagrionidae,66
11,Maracas d,Insecta Odonata Libellulidae,61
11,Maracas d,Insecta Trichoptera Glossosomatidae,52
11,Maracas d,Insecta Trichoptera Helicopsychidae,179
11,Maracas d,Insecta Trichoptera Hydropsychidae,69
11,Maracas d,Insecta Trichoptera Hydroptilidae,6
11,Maracas d,Insecta Trichoptera Leptoceridae,29
11,Maracas d,Insecta Trichoptera Philopotamidae,30
11,Maracas d,Oligochaeta unknown,12
11,Maracas d,Turbellaria Turbellaria,60
12,Maracas d,Insecta Coleoptera Elmidae,13
12,Maracas d,Insecta Coleoptera Psephenidae,5
12,Maracas d,Insecta Diptera Chironomidae,173
12,Maracas d,Insecta Diptera Simuliidae,8
12,Maracas d,Insecta Ephemeroptera Baetidae,10
12,Maracas d,Insecta Ephemeroptera Leptophlebiidae,43
12,Maracas d,Insecta Ephemeroptera Tricorythidae,381
12,Maracas d,Insecta Odonata Calopterygidae,3
12,Maracas d,Insecta Odonata Coenagrionidae,49
12,Maracas d,Insecta Odonata Libellulidae,27
12,Maracas d,Insecta Plecoptera Perlidae,1
12,Maracas d,Insecta Trichoptera Calomoceratidae,1
12,Maracas d,Insecta Trichoptera Glossosomatidae,11
12,Maracas d,Insecta Trichoptera Helicopsychidae,221
12,Maracas d,Insecta Trichoptera Hydropsychidae,48
12,Maracas d,Insecta Trichoptera Hydroptilidae,34
12,Maracas d,Insecta Trichoptera Leptoceridae,5
12,Maracas d,Insecta Trichoptera Philopotamidae,9
12,Maracas d,Oligochaeta unknown,45
12,Maracas d,Turbellaria Turbellaria,48
13,Maracas d,Entognatha Collembola unknown,2
13,Maracas d,Insecta Coleoptera Elmidae,9
13,Maracas d,Insecta Coleoptera Psephenidae,17
13,Maracas d,Insecta Diptera Chironomidae,142
13,Maracas d,Insecta Diptera Simuliidae,47
13,Maracas d,Insecta Ephemeroptera Baetidae,167
13,Maracas d,Insecta Ephemeroptera Leptophlebiidae,280
13,Maracas d,Insecta Ephemeroptera Tricorythidae,99
13,Maracas d,Insecta Hemiptera Veliidae,5
13,Maracas d,Insecta Odonata Calopterygidae,3
13,Maracas d,Insecta Odonata Coenagrionidae,57
13,Maracas d,Insecta Odonata Libellulidae,21
13,Maracas d,Insecta Trichoptera Glossosomatidae,37
13,Maracas d,Insecta Trichoptera Helicopsychidae,18
13,Maracas d,Insecta Trichoptera Hydropsychidae,96
13,Maracas d,Insecta Trichoptera Leptoceridae,1
13,Maracas d,Insecta Trichoptera Philopotamidae,104
13,Maracas d,Oligochaeta unknown,13
13,Maracas d,Turbellaria Turbellaria,24
14,Maracas d,Crustacea Decapoda Pseudothelphusidae,1
14,Maracas d,Insecta Coleoptera Elmidae,122
14,Maracas d,Insecta Coleoptera Psephenidae,19
14,Maracas d,Insecta Diptera Chironomidae,80
14,Maracas d,Insecta Diptera Simuliidae,2
14,Maracas d,Insecta Ephemeroptera Baetidae,6
14,Maracas d,Insecta Ephemeroptera Leptophlebiidae,85
14,Maracas d,Insecta Ephemeroptera Tricorythidae,491
14,Maracas d,Insecta Hemiptera Veliidae,12
14,Maracas d,Insecta Lepidoptera unknown,3
14,Maracas d,Insecta Odonata Calopterygidae,3
14,Maracas d,Insecta Odonata Coenagrionidae,119
14,Maracas d,Insecta Odonata Gomphidae,2
14,Maracas d,Insecta Odonata Libellulidae,31
14,Maracas d,Insecta Plecoptera Perlidae,6
14,Maracas d,Insecta Trichoptera Glossosomatidae,4
14,Maracas d,Insecta Trichoptera Helicopsychidae,374
14,Maracas d,Insecta Trichoptera Hydropsychidae,325
14,Maracas d,Insecta Trichoptera Hydroptilidae,310
14,Maracas d,Insecta Trichoptera Leptoceridae,54
14,Maracas d,Insecta Trichoptera Philopotamidae,4
14,Maracas d,Oligochaeta unknown,74
14,Maracas d,Turbellaria Turbellaria,71
15,Maracas d,Insecta Coleoptera Elmidae,23
15,Maracas d,Insecta Coleoptera Psephenidae,4
15,Maracas d,Insecta Diptera Chironomidae,132
15,Maracas d,Insecta Diptera Simuliidae,76
15,Maracas d,Insecta Ephemeroptera Baetidae,14
15,Maracas d,Insecta Ephemeroptera Euthyplocidae,2
15,Maracas d,Insecta Ephemeroptera Leptophlebiidae,17
15,Maracas d,Insecta Ephemeroptera Tricorythidae,45
15,Maracas d,Insecta Hemiptera Veliidae,2
15,Maracas d,Insecta Lepidoptera unknown,2
15,Maracas d,Insecta Odonata Coenagrionidae,31
15,Maracas d,Insecta Odonata Libellulidae,26
15,Maracas d,Insecta Plecoptera Perlidae,1
15,Maracas d,Insecta Trichoptera Glossosomatidae,1
15,Maracas d,Insecta Trichoptera Helicopsychidae,40
15,Maracas d,Insecta Trichoptera Hydropsychidae,65
15,Maracas d,Insecta Trichoptera Hydroptilidae,2
15,Maracas d,Insecta Trichoptera Leptoceridae,10
15,Maracas d,Insecta Trichoptera Philopotamidae,58
15,Maracas d,Oligochaeta unknown,32
15,Maracas d,Turbellaria Turbellaria,42
16,Maracas d,Entognatha Collembola unknown,2
16,Maracas d,Insecta Coleoptera Elmidae,9
16,Maracas d,Insecta Coleoptera Psephenidae,3
16,Maracas d,Insecta Diptera Chironomidae,143
16,Maracas d,Insecta Diptera Simuliidae,29
16,Maracas d,Insecta Ephemeroptera Baetidae,52
16,Maracas d,Insecta Ephemeroptera Leptophlebiidae,92
16,Maracas d,Insecta Ephemeroptera Tricorythidae,79
16,Maracas d,Insecta Lepidoptera unknown,1
16,Maracas d,Insecta Odonata Coenagrionidae,39
16,Maracas d,Insecta Odonata Libellulidae,26
16,Maracas d,Insecta Plecoptera Perlidae,1
16,Maracas d,Insecta Trichoptera Glossosomatidae,10
16,Maracas d,Insecta Trichoptera Helicopsychidae,28
16,Maracas d,Insecta Trichoptera Hydropsychidae,87
16,Maracas d,Insecta Trichoptera Leptoceridae,4
16,Maracas d,Insecta Trichoptera Philopotamidae,35
16,Maracas d,Oligochaeta unknown,9
16,Maracas d,turbellaria Turbellaria,27
17,Maracas d,Entognatha Collembola unknown,4
17,Maracas d,Insecta Coleoptera Elmidae,12
17,Maracas d,Insecta Coleoptera Psephenidae,74
17,Maracas d,Insecta Diptera Chironomidae,61
17,Maracas d,Insecta Diptera Simuliidae,2
17,Maracas d,Insecta Ephemeroptera Baetidae,52
17,Maracas d,Insecta Ephemeroptera Leptophlebiidae,101
17,Maracas d,Insecta Ephemeroptera Tricorythidae,112
17,Maracas d,Insecta Hemiptera Veliidae,3
17,Maracas d,Insecta Lepidoptera unknown,1
17,Maracas d,Insecta Odonata Calopterygidae,2
17,Maracas d,Insecta Odonata Coenagrionidae,61
17,Maracas d,Insecta Odonata Libellulidae,44
17,Maracas d,Insecta Plecoptera Perlidae,1
17,Maracas d,Insecta Trichoptera Glossosomatidae,39
17,Maracas d,Insecta Trichoptera Helicopsychidae,39
17,Maracas d,Insecta Trichoptera Hydropsychidae,122
17,Maracas d,Insecta Trichoptera Hydroptilidae,5
17,Maracas d,Insecta Trichoptera Leptoceridae,7
17,Maracas d,Insecta Trichoptera Philopotamidae,32
17,Maracas d,Oligochaeta unknown,9
17,Maracas d,Turbellaria Turbellaria,44
18,Maracas d,Crustacea Decapoda Pseudothelphusidae,1
18,Maracas d,Entognatha Collembola unknown,4
18,Maracas d,Insecta Coleoptera Elmidae,40
18,Maracas d,Insecta Coleoptera Psephenidae,73
18,Maracas d,Insecta Diptera Chironomidae,194
18,Maracas d,Insecta Diptera Simuliidae,7
18,Maracas d,Insecta Diptera Tipulidae,2
18,Maracas d,Insecta Ephemeroptera Baetidae,72
18,Maracas d,Insecta Ephemeroptera Euthyplocidae,2
18,Maracas d,Insecta Ephemeroptera Leptophlebiidae,80
18,Maracas d,Insecta Ephemeroptera Tricorythidae,351
18,Maracas d,Insecta Hemiptera Veliidae,10
18,Maracas d,Insecta Lepidoptera unknown,6
18,Maracas d,Insecta Odonata Calopterygidae,1
18,Maracas d,Insecta Odonata Coenagrionidae,115
18,Maracas d,Insecta Odonata Libellulidae,80
18,Maracas d,Insecta Trichoptera Calomoceratidae,4
18,Maracas d,Insecta Trichoptera Glossosomatidae,7
18,Maracas d,Insecta Trichoptera Helicopsychidae,245
18,Maracas d,Insecta Trichoptera Hydropsychidae,85
18,Maracas d,Insecta Trichoptera Hydroptilidae,144
18,Maracas d,Insecta Trichoptera Leptoceridae,34
18,Maracas d,Insecta Trichoptera Philopotamidae,19
18,Maracas d,Oligochaeta unknown,22
18,Maracas d,Turbellaria Turbellaria,109
19,Maracas d,Crustacea Decapoda Pseudothelphusidae,1
19,Maracas d,Insecta Coleoptera Elmidae,20
19,Maracas d,Insecta Coleoptera Psephenidae,17
19,Maracas d,Insecta Diptera Chironomidae,254
19,Maracas d,Insecta Diptera Simuliidae,17
19,Maracas d,Insecta Ephemeroptera Baetidae,7
19,Maracas d,Insecta Ephemeroptera Leptophlebiidae,86
19,Maracas d,Insecta Ephemeroptera Tricorythidae,165
19,Maracas d,Insecta Odonata Calopterygidae,9
19,Maracas d,Insecta Odonata Coenagrionidae,96
19,Maracas d,Insecta Odonata Libellulidae,57
19,Maracas d,Insecta Trichoptera Calomoceratidae,2
19,Maracas d,Insecta Trichoptera Helicopsychidae,82
19,Maracas d,Insecta Trichoptera Hydropsychidae,138
19,Maracas d,Insecta Trichoptera Hydroptilidae,13
19,Maracas d,Insecta Trichoptera Leptoceridae,15
19,Maracas d,Insecta Trichoptera Philopotamidae,128
19,Maracas d,Oligochaeta unknown,13
19,Maracas d,Turbellaria Turbellaria,38
1,Maracas u,Crustacea Decapoda Pseudothelphusidae,1
1,Maracas u,Insecta Coleoptera Elmidae,30
1,Maracas u,Insecta Coleoptera Psephenidae,150
1,Maracas u,Insecta Diptera Chironomidae,19
1,Maracas u,Insecta Diptera Simuliidae,3
1,Maracas u,Insecta Ephemeroptera Baetidae,47
1,Maracas u,Insecta Ephemeroptera Euthyplocidae,1
1,Maracas u,Insecta Ephemeroptera Leptophlebiidae,90
1,Maracas u,Insecta Ephemeroptera Tricorythidae,53
1,Maracas u,Insecta Hemiptera Veliidae,3
1,Maracas u,Insecta Lepidoptera unknown,3
1,Maracas u,Insecta Odonata Calopterygidae,3
1,Maracas u,Insecta Odonata Coenagrionidae,32
1,Maracas u,Insecta Odonata Libellulidae,26
1,Maracas u,Insecta Plecoptera Perlidae,11
1,Maracas u,Insecta Trichoptera Glossosomatidae,94
1,Maracas u,Insecta Trichoptera Helicopsychidae,9
1,Maracas u,Insecta Trichoptera Hydropsychidae,24
1,Maracas u,Insecta Trichoptera Leptoceridae,1
1,Maracas u,Insecta Trichoptera Philopotamidae,11
1,Maracas u,Turbellaria Turbellaria,2
2,Maracas u,Crustacea Decapoda Pseudothelphusidae,1
2,Maracas u,Insecta Coleoptera Elmidae,54
2,Maracas u,Insecta Coleoptera Psephenidae,141
2,Maracas u,Insecta Diptera Chironomidae,44
2,Maracas u,Insecta Diptera Simuliidae,7
2,Maracas u,Insecta Diptera Tipulidae,1
2,Maracas u,Insecta Ephemeroptera Baetidae,38
2,Maracas u,Insecta Ephemeroptera Euthyplocidae,9
2,Maracas u,Insecta Ephemeroptera Leptophlebiidae,57
2,Maracas u,Insecta Ephemeroptera Tricorythidae,68
2,Maracas u,Insecta Hemiptera Veliidae,2
2,Maracas u,Insecta Lepidoptera unknown,2
2,Maracas u,Insecta Odonata Calopterygidae,3
2,Maracas u,Insecta Odonata Coenagrionidae,51
2,Maracas u,Insecta Odonata Libellulidae,34
2,Maracas u,Insecta Plecoptera Perlidae,16
2,Maracas u,Insecta Trichoptera Calomoceratidae,1
2,Maracas u,Insecta Trichoptera Glossosomatidae,21
2,Maracas u,Insecta Trichoptera Helicopsychidae,3
2,Maracas u,Insecta Trichoptera Hydropsychidae,81
2,Maracas u,Insecta Trichoptera Hydroptilidae,10
2,Maracas u,Insecta Trichoptera Leptoceridae,2
2,Maracas u,Insecta Trichoptera Philopotamidae,34
2,Maracas u,Turbellaria Turbellaria,2
3,Maracas u,Crustacea unknown,1
3,Maracas u,Insecta Coleoptera Elmidae,21
3,Maracas u,Insecta Coleoptera Psephenidae,24
3,Maracas u,Insecta Coleoptera unknown,3
3,Maracas u,Insecta Diptera Chironomidae,12
3,Maracas u,Insecta Diptera Simuliidae,16
3,Maracas u,Insecta Ephemeroptera Baetidae,55
3,Maracas u,Insecta Ephemeroptera Euthyplocidae,6
3,Maracas u,Insecta Ephemeroptera Leptophlebiidae,23
3,Maracas u,Insecta Ephemeroptera Tricorythidae,40
3,Maracas u,Insecta Hemiptera Veliidae,2
3,Maracas u,Insecta Odonata Calopterygidae,2
3,Maracas u,Insecta Odonata Coenagrionidae,15
3,Maracas u,Insecta Odonata Libellulidae,20
3,Maracas u,Insecta Plecoptera Perlidae,8
3,Maracas u,Insecta Trichoptera Glossosomatidae,3
3,Maracas u,Insecta Trichoptera Helicopsychidae,2
3,Maracas u,Insecta Trichoptera Hydropsychidae,62
3,Maracas u,Insecta Trichoptera Philopotamidae,16
4,Maracas u,Crustacea Decapoda Pseudothelphusidae,1
4,Maracas u,Crustacea unknown,4
4,Maracas u,Insecta Coleoptera Elmidae,34
4,Maracas u,Insecta Coleoptera Psephenidae,59
4,Maracas u,Insecta Diptera Chironomidae,24
4,Maracas u,Insecta Diptera Simuliidae,19
4,Maracas u,Insecta Ephemeroptera Baetidae,136
4,Maracas u,Insecta Ephemeroptera Euthyplocidae,1
4,Maracas u,Insecta Ephemeroptera Leptophlebiidae,52
4,Maracas u,Insecta Ephemeroptera Tricorythidae,126
4,Maracas u,Insecta Hemiptera Veliidae,1
4,Maracas u,Insecta Odonata Calopterygidae,1
4,Maracas u,Insecta Odonata Coenagrionidae,13
4,Maracas u,Insecta Odonata Libellulidae,28
4,Maracas u,Insecta Plecoptera Perlidae,10
4,Maracas u,Insecta Trichoptera Glossosomatidae,37
4,Maracas u,Insecta Trichoptera Helicopsychidae,2
4,Maracas u,Insecta Trichoptera Hydropsychidae,69
4,Maracas u,Insecta Trichoptera Philopotamidae,43
4,Maracas u,Insecta unknown,3
4,Maracas u,Oligochaeta unknown,1
4,Maracas u,Turbellaria Turbellaria,1
5,Maracas u,Crustacea Decapoda Pseudothelphusidae,3
5,Maracas u,Insecta Coleoptera Elmidae,27
5,Maracas u,Insecta Coleoptera Psephenidae,44
5,Maracas u,Insecta Coleoptera unknown,1
5,Maracas u,Insecta Diptera Chironomidae,9
5,Maracas u,Insecta Diptera Tipulidae,1
5,Maracas u,Insecta Ephemeroptera Baetidae,43
5,Maracas u,Insecta Ephemeroptera Euthyplocidae,14
5,Maracas u,Insecta Ephemeroptera Leptophlebiidae,18
5,Maracas u,Insecta Ephemeroptera Tricorythidae,38
5,Maracas u,Insecta Hemiptera Veliidae,1
5,Maracas u,Insecta Odonata Calopterygidae,3
5,Maracas u,Insecta Odonata Coenagrionidae,9
5,Maracas u,Insecta Odonata Libellulidae,19
5,Maracas u,Insecta Plecoptera Perlidae,6
5,Maracas u,Insecta Trichoptera Glossosomatidae,45
5,Maracas u,Insecta Trichoptera Hydropsychidae,34
5,Maracas u,Insecta Trichoptera Leptoceridae,1
5,Maracas u,Insecta Trichoptera Philopotamidae,3
5,Maracas u,Turbellaria Turbellaria,4
6,Maracas u,Insecta Coleoptera Elmidae,36
6,Maracas u,Insecta Coleoptera Psephenidae,123
6,Maracas u,Insecta Coleoptera unknown,1
6,Maracas u,Insecta Diptera Chironomidae,19
6,Maracas u,Insecta Diptera Simuliidae,2
6,Maracas u,Insecta Diptera Tipulidae,1
6,Maracas u,Insecta Ephemeroptera Baetidae,35
6,Maracas u,Insecta Ephemeroptera Euthyplocidae,27
6,Maracas u,Insecta Ephemeroptera Leptophlebiidae,25
6,Maracas u,Insecta Ephemeroptera Tricorythidae,54
6,Maracas u,Insecta Hemiptera Veliidae,1
6,Maracas u,Insecta Odonata Coenagrionidae,32
6,Maracas u,Insecta Odonata Libellulidae,24
6,Maracas u,Insecta Plecoptera Perlidae,5
6,Maracas u,Insecta Trichoptera Calomoceratidae,1
6,Maracas u,Insecta Trichoptera Glossosomatidae,19
6,Maracas u,Insecta Trichoptera Helicopsychidae,1
6,Maracas u,Insecta Trichoptera Hydropsychidae,36
6,Maracas u,Insecta Trichoptera Hydroptilidae,10
6,Maracas u,Insecta Trichoptera Leptoceridae,6
6,Maracas u,Insecta Trichoptera Philopotamidae,12
6,Maracas u,Oligochaeta unknown,5
7,Maracas u,Crustacea Decapoda Pseudothelphusidae,1
7,Maracas u,Insecta Coleoptera Elmidae,44
7,Maracas u,Insecta Coleoptera Psephenidae,156
7,Maracas u,Insecta Diptera Chironomidae,24
7,Maracas u,Insecta Diptera Simuliidae,5
7,Maracas u,Insecta Ephemeroptera Baetidae,26
7,Maracas u,Insecta Ephemeroptera Euthyplocidae,32
7,Maracas u,Insecta Ephemeroptera Leptophlebiidae,86
7,Maracas u,Insecta Ephemeroptera Tricorythidae,55
7,Maracas u,Insecta Odonata Calopterygidae,1
7,Maracas u,Insecta Odonata Coenagrionidae,18
7,Maracas u,Insecta Odonata Libellulidae,25
7,Maracas u,Insecta Plecoptera Perlidae,8
7,Maracas u,Insecta Trichoptera Calomoceratidae,2
7,Maracas u,Insecta Trichoptera Glossosomatidae,9
7,Maracas u,Insecta Trichoptera Helicopsychidae,14
7,Maracas u,Insecta Trichoptera Hydropsychidae,24
7,Maracas u,Insecta Trichoptera Hydroptilidae,8
7,Maracas u,Insecta Trichoptera Leptoceridae,31
7,Maracas u,Insecta Trichoptera Philopotamidae,8
7,Maracas u,Turbellaria Turbellaria,1
8,Maracas u,Crustacea Decapoda Pseudothelphusidae,1
8,Maracas u,Crustacea unknown,1
8,Maracas u,Insecta Coleoptera Elmidae,84
8,Maracas u,Insecta Coleoptera Psephenidae,241
8,Maracas u,Insecta Diptera Chironomidae,30
8,Maracas u,Insecta Diptera Simuliidae,3
8,Maracas u,Insecta Diptera Tipulidae,1
8,Maracas u,Insecta Ephemeroptera Baetidae,10
8,Maracas u,Insecta Ephemeroptera Euthyplocidae,18
8,Maracas u,Insecta Ephemeroptera Leptophlebiidae,55
8,Maracas u,Insecta Ephemeroptera Tricorythidae,25
8,Maracas u,Insecta Hemiptera Veliidae,3
8,Maracas u,Insecta Odonata Calopterygidae,4
8,Maracas u,Insecta Odonata Coenagrionidae,26
8,Maracas u,Insecta Odonata Libellulidae,28
8,Maracas u,Insecta Plecoptera Perlidae,21
8,Maracas u,Insecta Trichoptera Calomoceratidae,2
8,Maracas u,Insecta Trichoptera Glossosomatidae,26
8,Maracas u,Insecta Trichoptera Helicopsychidae,4
8,Maracas u,Insecta Trichoptera Hydropsychidae,32
8,Maracas u,Insecta Trichoptera Leptoceridae,6
8,Maracas u,Insecta Trichoptera Philopotamidae,44
8,Maracas u,Oligochaeta unknown,1
8,Maracas u,Turbellaria Turbellaria,1
9,Maracas u,Crustacea Decapoda Pseudothelphusidae,4
9,Maracas u,Crustacea unknown,2
9,Maracas u,Insecta Coleoptera Elmidae,190
9,Maracas u,Insecta Coleoptera Psephenidae,293
9,Maracas u,Insecta Diptera Chironomidae,66
9,Maracas u,Insecta Diptera Simuliidae,13
9,Maracas u,Insecta Ephemeroptera Baetidae,38
9,Maracas u,Insecta Ephemeroptera Euthyplocidae,37
9,Maracas u,Insecta Ephemeroptera Leptophlebiidae,114
9,Maracas u,Insecta Ephemeroptera Tricorythidae,83
9,Maracas u,Insecta Hemiptera Veliidae,5
9,Maracas u,Insecta Lepidoptera unknown,1
9,Maracas u,Insecta Odonata Calopterygidae,10
9,Maracas u,Insecta Odonata Coenagrionidae,48
9,Maracas u,Insecta Odonata Libellulidae,37
9,Maracas u,Insecta Plecoptera Perlidae,9
9,Maracas u,Insecta Trichoptera Calomoceratidae,1
9,Maracas u,Insecta Trichoptera Glossosomatidae,117
9,Maracas u,Insecta Trichoptera Helicopsychidae,2
9,Maracas u,Insecta Trichoptera Hydropsychidae,15
9,Maracas u,Insecta Trichoptera Hydroptilidae,2
9,Maracas u,Insecta Trichoptera Leptoceridae,18
9,Maracas u,Insecta Trichoptera Philopotamidae,7
9,Maracas u,Oligochaeta unknown,10
9,Maracas u,Turbellaria Turbellaria,2
10,Maracas u,Crustacea Decapoda Pseudothelphusidae,4
10,Maracas u,Insecta Coleoptera Elmidae,49
10,Maracas u,Insecta Coleoptera Psephenidae,94
10,Maracas u,Insecta Coleoptera unknown,1
10,Maracas u,Insecta Diptera Chironomidae,8
10,Maracas u,Insecta Diptera Simuliidae,3
10,Maracas u,Insecta Ephemeroptera Baetidae,10
10,Maracas u,Insecta Ephemeroptera Euthyplocidae,9
10,Maracas u,Insecta Ephemeroptera Leptophlebiidae,11
10,Maracas u,Insecta Ephemeroptera Tricorythidae,20
10,Maracas u,Insecta Hemiptera Veliidae,1
10,Maracas u,Insecta Odonata Coenagrionidae,18
10,Maracas u,Insecta Odonata Libellulidae,7
10,Maracas u,Insecta Plecoptera Perlidae,9
10,Maracas u,Insecta Trichoptera Glossosomatidae,2
10,Maracas u,Insecta Trichoptera Helicopsychidae,3
10,Maracas u,Insecta Trichoptera Hydropsychidae,22
10,Maracas u,Insecta Trichoptera Leptoceridae,1
10,Maracas u,Insecta Trichoptera Philopotamidae,1
10,Maracas u,Insecta unknown,1
10,Maracas u,Turbellaria Turbellaria,5
11,Maracas u,Crustacea Decapoda Pseudothelphusidae,3
11,Maracas u,Insecta Coleoptera Elmidae,115
11,Maracas u,Insecta Coleoptera Psephenidae,92
11,Maracas u,Insecta Diptera Chironomidae,54
11,Maracas u,Insecta Diptera Simuliidae,39
11,Maracas u,Insecta Diptera Tipulidae,2
11,Maracas u,Insecta Ephemeroptera Baetidae,47
11,Maracas u,Insecta Ephemeroptera Euthyplocidae,11
11,Maracas u,Insecta Ephemeroptera Leptophlebiidae,67
11,Maracas u,Insecta Ephemeroptera Tricorythidae,114
11,Maracas u,Insecta Hemiptera Veliidae,3
11,Maracas u,Insecta Odonata Calopterygidae,1
11,Maracas u,Insecta Odonata Coenagrionidae,51
11,Maracas u,Insecta Odonata Libellulidae,38
11,Maracas u,Insecta Plecoptera Perlidae,30
11,Maracas u,Insecta Trichoptera Calomoceratidae,1
